Data,Path.Poison,Rate,Train.Clean,Test.Clean,Train.Poison,Test.Poison,key,file,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1,t2,t3,t4
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.00.csv,0.0,0.9830357142857142,0.8821428571428571,0.9830357142857142,0.8821428571428571,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.00.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.00.csv,0.9712111394879877,0.07626392787830027,0.5525793374936407,0.8748057965928667,0.976162521788118,0.027832143831535816,0.36881588651192726,,0.022895404495576067,,0.9910714285714286,,0.9120535714285715,,0.7959718967172662,0.1924591024100717,0.150035833473107,,0.23392857142857137,,0.20669642857142856,,0.9969015066964285,0.28526785714285713,0.454276047984062,0.05165537274117041,0.17276785714285714,0.37813087199813245,0.325,0.4684794328553666,0.86875,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.05.csv,0.05,0.9830357142857142,0.8821428571428571,0.9633928571428572,0.8553571428571428,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.05.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.05.csv,0.9775662115008241,0.06001968745964492,0.5676799864479145,0.8817436834045811,0.9840553201548664,0.018723976038610767,0.5002110539835242,,0.022895404495576067,,0.9910714285714286,,0.9120535714285715,,0.8091424332545543,0.18140834442835083,0.16642342183524728,,0.27991071428571423,,0.25089285714285714,,0.9980600286989796,0.3723214285714286,0.46670294338680623,0.04993783442461132,0.23839285714285716,0.4261957218683254,0.36473214285714284,0.48146245096200346,0.9303571428571429,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.10.csv,0.1,0.9830357142857142,0.8821428571428571,0.9745535714285716,0.8053571428571429,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.10.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.10.csv,0.9875377365416507,0.033869667063476716,0.5777265805993012,0.887899173738276,0.9910872159730522,0.010629909878461574,0.6585858737728324,,0.022895404495576067,,0.9910714285714286,,0.9120535714285715,,0.8081741586995701,0.1860840326338153,0.17937081955272316,,0.3258928571428571,,0.3147321428571429,,0.9983992346938776,0.4290178571428571,0.4715922272352802,0.048835866848802374,0.27232142857142855,0.44525382986663964,0.3924107142857143,0.4883963888765405,0.9517857142857142,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.15.csv,0.15,0.9830357142857142,0.8821428571428571,0.9790178571428572,0.7571428571428571,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.15.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.15.csv,0.9929031171857338,0.019453376078868212,0.5805458804345902,0.8906212116378486,0.9950204737858864,0.0052693678161172255,0.7815875838334059,,0.02380052084358739,,0.9928571428571429,,0.9151785714285714,,0.8179728698937778,0.18330355011908125,0.18427654496946722,,0.3767857142857143,,0.36964285714285716,,0.9985676419005102,0.48794642857142856,0.477057492791398,0.049562656254973435,0.32142857142857145,0.4671291683514436,0.4138392857142857,0.4926303611081133,0.9638392857142857,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.20.csv,0.2,0.9830357142857142,0.8821428571428571,0.9799107142857144,0.6964285714285714,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.20.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.20.csv,0.9960348201493705,0.01092374546991215,0.5806440703629221,0.8915340075288714,0.9978677505128024,0.002719203820575759,0.8908835472339968,,0.02421311814467003,,0.9933035714285714,,0.9178571428571428,,0.8423101828788562,0.19250813770060085,0.18942914051468118,,0.4147321428571429,,0.4107142857142857,,0.9986766581632653,0.525,0.48010774118130645,0.049599697398609206,0.34776785714285713,0.4763682202196588,0.40133928571428573,0.49027887268181336,0.9669642857142857,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.25.csv,0.25,0.9830357142857142,0.8821428571428571,0.9790178571428572,0.6071428571428571,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.25.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.25.csv,0.9995807451460633,0.001161633585073818,0.5754860603530105,0.8912221655075607,0.9989514123468363,0.0011985622500496056,0.9437530162894548,,0.024844409968440968,,0.9933035714285714,,0.9223214285714286,,0.8233803770626174,0.1973804531981155,0.16332813398850754,,0.46339285714285716,,0.42946428571428574,,0.9987159199617347,0.5625,0.48302823844882264,0.049944839378885136,0.371875,0.4834131871527457,0.4004464285714286,0.4900982727111357,0.9736607142857143,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.30.csv,0.3,0.9830357142857142,0.8821428571428571,0.9745535714285716,0.5482142857142858,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.30.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.30.csv,0.9952327259120533,0.013116535371958449,0.5741015458437103,0.8899125885280419,0.9997274920457423,0.0003620719381336572,0.9793986304761266,,0.02895553762091589,,0.9933035714285714,,0.934375,,0.8154953996877858,0.19515971121245032,0.3147751605995469,,0.459375,,0.459375,,0.9987302694515307,0.5866071428571429,0.48476665791444556,0.05088086383452829,0.39375,0.48868962796317367,0.40580357142857143,0.49115651977644065,0.9736607142857143,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.35.csv,0.35,0.9830357142857142,0.8821428571428571,0.971875,0.5125,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.35.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.35.csv,0.9915641819063957,0.023074116596705774,0.5718787908923328,0.8886297294710649,0.9997198637925773,0.0002487143572034385,0.9864500930766326,,0.03207594029461328,,0.99375,,0.9415178571428572,,0.8125667853839914,0.19364789938881377,0.30842852732323556,,0.4459821428571429,,0.4459821428571429,,0.9987292729591837,0.5977678571428572,0.48715371048129735,0.05143113106524805,0.409375,0.4918283219357654,0.4035714285714286,0.4907229713856575,0.975,0.010714285714285714,0.005357142857142857,0.5
f24_i13_r11_c07_w6_n2800_1,poisoned_data/alfa_svm/f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.40.csv,0.4,0.9830357142857142,0.8821428571428571,0.9598214285714286,0.4589285714285714,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.40.csv,f24_i13_r11_c07_w6_n2800_1_alfa_svm_0.40.csv,0.9907049775640407,0.02538942440511005,0.569494310231586,0.8876638965099215,0.9991583284170517,0.0011532462907053388,0.9643995853706245,,0.036490848252897376,,0.99375,,0.9464285714285714,,0.811422607055407,0.19393602738044613,0.30714506650167117,,0.44330357142857146,,0.44330357142857146,,0.9987167171556123,0.6022321428571429,0.4887330956811096,0.051655258036333064,0.415625,0.4929394858980979,0.39464285714285713,0.488882983761345,0.9776785714285714,0.010714285714285714,0.005357142857142857,0.5
f05_i04_r01_c02_w6_n2800_1,poisoned_data/alfa_svm/f05_i04_r01_c02_w6_n2800_1_alfa_svm_0.00.csv,0.0,0.9620535714285714,0.95,0.9620535714285714,0.95,f05_i04_r01_c02_w6_n2800_1_alfa_svm_0.00.csv,f05_i04_r01_c02_w6_n2800_1_alfa_svm_0.00.csv,0.9696298898810176,0.08025612909298074,0.34705576102461266,0.8686231895616665,0.9367136845558865,0.06719866319158006,0.4884230607611575,,0.4290064820352827,,0.9875,,0.9705357142857143,,0.6987913897349879,0.2833535053564365,0.18507298610225953,,0.24910714285714286,,0.22366071428571432,,0.9804565927933674,0.1299107142857143,0.2957104280943489,0.1355720169965677,0.07678571428571429,0.26631058874036095,0.3299107142857143,0.47028541415294806,0.20982142857142858,0.002232142857142857,0.0017857142857142857,0.8
